,0
0,0.9026962679945537
1,0.9053525987613469
2,0.9032203510708395
3,0.9116076479619898
4,0.9047156394237909
5,0.8982050513735017
6,0.9019808567772182
7,0.9174424347566005
8,0.9200612503886191
9,0.8964882480025677
