,0
0,0.8821989724841846
1,0.8830434801272213
2,0.8618531717775962
3,0.8774343566383598
4,0.8667303410226413
5,0.8648372981267091
6,0.8735239695290503
7,0.8908198133038301
8,0.9012795438048116
9,0.8775864056049453
