,0
0,0.9409815047253486
1,0.932120503563477
2,0.9208979574430768
3,0.9383142926440962
4,0.9344104204446849
5,0.9447024722135291
6,0.9238550856018052
7,0.9362083102190009
8,0.9394799168127044
9,0.9368701042459214
