,0
0,0.955092925678626
1,0.8084704614506028
2,0.896875583494858
3,0.9135560146466749
4,0.8902896080157396
5,0.9354428202054803
6,0.7755273218060351
7,0.895243126811657
8,0.9254772837064453
9,0.9050222601024955
