,0
0,0.9632488386576995
1,0.9513352848043956
2,0.9446018569238844
3,0.9592080434153359
4,0.9588596195505635
5,0.9507710210046206
6,0.9448503611154092
7,0.9563924862880623
8,0.9642019108749547
9,0.9580988043136047
