,0
0,0.9053840564140525
1,0.8980652944775579
2,0.889741227645078
3,0.8853150513921019
4,0.8952114878355052
5,0.8962727818473867
6,0.882812934751794
7,0.8946029918462775
8,0.9032019857812906
9,0.8784132418394602
