,0
0,0.901936664628148
1,0.8544026901883361
2,0.828889703677491
3,0.8369410271249125
4,0.8216245364058726
5,0.8164530726405895
6,0.786433579055029
7,0.8330552903595511
8,0.8086945963748384
9,0.8489489785389827
