,0
0,0.9208211138050605
1,0.9066894117942553
2,0.9032177752452198
3,0.9210575811536046
4,0.9065078601556408
5,0.9148697298108939
6,0.9147191313161239
7,0.927901893254884
8,0.9264935758361722
9,0.9117393893403586
