,0
0,0.8928652878166222
1,0.8908839494342784
2,0.8903641782951294
3,0.9014579234955403
4,0.9099528022303288
5,0.890169962031815
6,0.8927464614587594
7,0.9128925695136137
8,0.9101407782327099
9,0.8880646980864726
