,0
0,0.9186453700081469
1,0.8656921068205526
2,0.8162500057480112
3,0.8165739691804288
4,0.8121614988167285
5,0.8140525446684209
6,0.7441128396911619
7,0.8241196156313618
8,0.8048478254833452
9,0.8406190157716429
