,0
0,0.887191916586156
1,0.9141946393191124
2,0.8872739469498598
3,0.8742820702972601
4,0.9197371966251349
5,0.9265846737357398
6,0.9311850213704234
7,0.9175874536418732
8,0.9374409224858807
9,0.9292050510215644
