,0
0,0.8985664006417408
1,0.8941925604515407
2,0.881069076384406
3,0.8966313616506193
4,0.8849092773084081
5,0.8858382197250689
6,0.8910980024452718
7,0.90761330761032
8,0.9130702286275514
9,0.8932897466052214
