,0
0,0.9187786123749705
1,0.9229118869148861
2,0.9202256646284473
3,0.9240726392111811
4,0.9032958432332884
5,0.9085307642744067
6,0.9139547286756532
7,0.9230272074804892
8,0.9330840799046259
9,0.9088891859627903
