,0
0,0.8633684640858575
1,0.8055460291681561
2,0.9030004262553196
3,0.8389557048676116
4,0.8795330844909727
5,0.863659236605166
6,0.8597331241068922
7,0.8688912990076423
8,0.8741485501486946
9,0.8674533531323417
