,0
0,0.9016128261582795
1,0.8735552425289049
2,0.8737850126720564
3,0.8825701468765098
4,0.8951344106753218
5,0.8857147697020767
6,0.8939787691510022
7,0.9001045432222293
8,0.9052728409080538
9,0.9083644532608793
