,0
0,0.9382757599840832
1,0.7937309432841602
2,0.8508337381215836
3,0.8721196951231833
4,0.8465634561008705
5,0.9100605297606539
6,0.7414393688643324
7,0.8467961633993897
8,0.8956368373496394
9,0.8723170447303142
