,0
0,0.8856589641887925
1,0.9206472598537806
2,0.8998231568669381
3,0.8641297380722293
4,0.927598836579925
5,0.9296182584839207
6,0.9307355482428207
7,0.9298209475776722
8,0.9464820194774224
9,0.9309937678293494
