,0
0,0.975100000436862
1,0.8321589064973594
2,0.9687559426883514
3,0.9725908518496734
4,0.9717568282441962
5,0.9741551663558004
6,0.8438474735565648
7,0.9777634302397176
8,0.9772727480019958
9,0.971112959728832
