,0
0,0.9393359880582505
1,0.9330447026461736
2,0.9400580787092038
3,0.9416937323705894
4,0.9391389837794487
5,0.9377182348177514
6,0.928790913845611
7,0.9463048344990629
8,0.9434416834112778
9,0.9381834666320971
