,B intermediate,B naive,NK
0,0.935064935064935,0.9333333333333333,1.0
1,0.9423076923076923,0.9,1.0
2,0.967032967032967,0.9473684210526316,1.0
3,0.967032967032967,0.9629629629629629,1.0
4,0.8888888888888888,0.8656716417910448,1.0
5,0.9166666666666665,0.9111111111111111,1.0
6,0.9166666666666667,0.9268292682926831,1.0
7,0.9333333333333332,0.9367088607594937,1.0
8,0.9433962264150944,0.90625,1.0
9,0.9090909090909092,0.8947368421052632,1.0
10,0.9473684210526315,0.9315068493150684,1.0
11,0.9743589743589743,0.9705882352941176,1.0
12,0.9230769230769231,0.9142857142857143,1.0
13,0.925,0.911764705882353,1.0
14,0.9647058823529412,0.9599999999999999,1.0
15,0.9069767441860465,0.9047619047619048,1.0
16,0.9024390243902439,0.8947368421052632,1.0
17,0.9166666666666666,0.8857142857142858,1.0
18,0.9400000000000001,0.911764705882353,1.0
19,0.8979591836734695,0.8437499999999999,1.0
20,0.9702970297029702,0.9508196721311476,1.0
21,0.9387755102040817,0.9142857142857143,1.0
22,0.8988764044943819,0.8800000000000001,1.0
23,0.9555555555555557,0.9411764705882354,1.0
24,0.9514563106796117,0.9206349206349206,1.0
25,0.9166666666666666,0.8620689655172414,1.0
26,0.9387755102040817,0.8928571428571429,1.0
27,0.9714285714285713,0.9538461538461539,1.0
28,0.925,0.925,1.0
29,0.9803921568627451,0.9736842105263158,1.0
30,0.9841269841269841,0.9859154929577464,1.0
31,0.9647058823529412,0.9508196721311475,1.0
32,0.9347826086956522,0.9117647058823529,1.0
33,0.9375000000000001,0.9090909090909091,1.0
34,0.9702970297029703,0.9473684210526316,1.0
35,0.9824561403508771,0.9642857142857143,1.0
36,0.9549549549549551,0.9350649350649352,1.0
37,0.9135802469135803,0.9247311827956989,1.0
38,0.9361702127659575,0.8928571428571429,1.0
39,0.9512195121951219,0.9411764705882353,1.0
40,0.9148936170212767,0.9069767441860465,1.0
41,0.98,0.9736842105263158,1.0
42,0.9767441860465117,0.9696969696969697,1.0
43,0.9387755102040817,0.9117647058823529,1.0
44,0.9620253164556963,0.9620253164556963,1.0
45,0.9473684210526316,0.9428571428571428,1.0
46,0.951219512195122,0.9523809523809523,1.0
47,0.9504950495049505,0.9253731343283582,1.0
48,0.9494949494949495,0.8979591836734694,1.0
49,0.9607843137254902,0.9393939393939394,1.0
50,0.9761904761904763,0.972972972972973,1.0
51,0.945945945945946,0.9428571428571428,1.0
52,0.9545454545454545,0.9354838709677419,1.0
53,0.96,0.9310344827586207,1.0
54,0.9473684210526316,0.923076923076923,1.0
55,0.9411764705882354,0.9444444444444445,1.0
56,0.9607843137254902,0.9375,1.0
57,0.9811320754716981,0.9655172413793104,1.0
58,0.9249999999999999,0.923076923076923,1.0
59,0.9534883720930233,0.9523809523809523,1.0
60,0.9411764705882353,0.896551724137931,1.0
61,0.9545454545454545,0.9310344827586207,1.0
62,0.9347826086956522,0.9210526315789473,1.0
63,0.9263157894736842,0.9113924050632912,1.0
64,0.8863636363636365,0.8913043478260869,1.0
65,0.9565217391304347,0.9500000000000001,1.0
66,0.9387755102040817,0.896551724137931,1.0
67,1.0,1.0,1.0
68,0.9743589743589743,0.9777777777777777,1.0
69,0.9320388349514563,0.9066666666666667,1.0
70,0.9787234042553191,0.9714285714285714,1.0
71,0.9306930693069307,0.9090909090909091,1.0
72,0.9473684210526316,0.927536231884058,1.0
73,0.9879518072289156,0.9879518072289156,1.0
74,0.9500000000000001,0.9374999999999999,1.0
75,0.9629629629629629,0.9310344827586207,1.0
76,0.9213483146067415,0.9090909090909091,1.0
77,0.9736842105263158,0.9736842105263158,1.0
78,0.954954954954955,0.923076923076923,1.0
79,0.9876543209876543,0.9859154929577464,1.0
80,0.9333333333333333,0.9189189189189189,1.0
81,0.9411764705882353,0.9382716049382717,1.0
82,0.9400000000000001,0.9032258064516129,1.0
83,0.9032258064516129,0.8421052631578947,1.0
84,0.9500000000000001,0.9411764705882353,1.0
85,0.9108910891089108,0.8695652173913043,1.0
86,0.9069767441860465,0.9047619047619047,1.0
87,0.96,0.9333333333333333,1.0
88,0.9615384615384615,0.9393939393939393,1.0
89,0.9565217391304347,0.9411764705882354,1.0
90,0.9387755102040816,0.8928571428571428,1.0
91,0.9523809523809524,0.9206349206349206,1.0
92,0.925,0.9189189189189189,1.0
93,0.9249999999999999,0.9285714285714286,1.0
