,CD4 Naive,CD4 TCM,CD4 TEM,CD8 Naive,CD8 TEM
0,0.10982658959537572,0.08670520231213874,0.00578034682080919,0.05780346820809246,0.042389210019267876
1,0.10597302504816952,0.08670520231213874,0.009633911368015391,0.042389210019267765,0.052023121387283267
2,0.10211946050096332,0.08477842003853564,0.009633911368015391,0.038535645472061675,0.040462427745664775
3,0.10211946050096343,0.06936416184971095,0.011560693641618491,0.050096339113680166,0.040462427745664664
4,0.09826589595375723,0.06358381502890176,0.007707129094412402,0.040462427745664775,0.032755298651252485
5,0.10211946050096332,0.07514450867052025,0.0,0.030828516377649384,0.025048169556839972
6,0.138728323699422,0.08285163776493254,0.009633911368015391,0.06743737957610785,0.048169556840077066
7,0.09633911368015413,0.055876685934489356,0.009633911368015391,0.044315992292870865,0.032755298651252374
8,0.11560693641618502,0.09055876685934483,0.0,0.046242774566474076,0.038535645472061675
9,0.10789980732177262,0.07899807321772645,0.0019267822736031004,0.048169556840077066,0.025048169556840083
10,0.1271676300578034,0.08285163776493254,0.009633911368015391,0.05780346820809246,0.026974951830443183
11,0.09055876685934494,0.06165703275529866,0.003853564547206201,0.044315992292870865,0.036608863198458574
12,0.08863198458574173,0.06551059730250486,0.009633911368015391,0.046242774566473965,0.034682080924855474
13,0.11175337186897882,0.08477842003853564,0.011560693641618491,0.042389210019267876,0.046242774566473965
14,0.10789980732177273,0.08863198458574184,0.0038535645472060898,0.032755298651252374,0.040462427745664775
15,0.10597302504816963,0.06551059730250486,0.005780346820809301,0.052023121387283267,0.036608863198458574
16,0.11753371868978801,0.08670520231213874,0.007707129094412402,0.040462427745664775,0.038535645472061675
17,0.12331406551059731,0.07321772639691715,0.0019267822736031004,0.07129094412331405,0.042389210019267876
18,0.10019267822736033,0.08863198458574184,0.005780346820809301,0.036608863198458574,0.042389210019267876
19,0.10982658959537572,0.08863198458574184,0.0077071290944122905,0.044315992292870865,0.046242774566473965
20,0.12524084778420042,0.08863198458574173,0.00578034682080919,0.06743737957610796,0.053949903660886256
21,0.11368015414258181,0.07514450867052025,0.003853564547206201,0.048169556840077066,0.034682080924855474
22,0.08670520231213874,0.053949903660886256,0.011560693641618602,0.04816955684007718,0.040462427745664775
23,0.08285163776493254,0.07707129094412324,0.011560693641618602,0.030828516377649273,0.044315992292870976
24,0.11753371868978801,0.06743737957610785,0.00578034682080919,0.05587668593448947,0.034682080924855474
25,0.09633911368015413,0.05394990366088637,0.013487475915221592,0.05973025048169556,0.048169556840077066
26,0.07899807321772634,0.05780346820809246,0.003853564547206201,0.032755298651252374,0.019267822736030893
27,0.09055876685934483,0.08092485549132955,0.003853564547206201,0.042389210019267876,0.038535645472061675
28,0.09826589595375723,0.07707129094412324,0.011560693641618491,0.030828516377649273,0.050096339113680166
29,0.09826589595375723,0.08477842003853564,0.0077071290944122905,0.030828516377649273,0.048169556840077066
30,0.10982658959537572,0.08092485549132955,0.007707129094412402,0.036608863198458574,0.042389210019267876
31,0.12138728323699421,0.07514450867052014,0.00578034682080919,0.05780346820809257,0.044315992292870865
32,0.11753371868978812,0.08285163776493265,0.009633911368015391,0.05587668593448947,0.036608863198458574
33,0.10789980732177262,0.08285163776493254,0.015414258188824692,0.042389210019267765,0.040462427745664664
34,0.10597302504816952,0.07514450867052025,0.011560693641618491,0.050096339113680166,0.036608863198458574
35,0.09633911368015413,0.07899807321772634,0.007707129094412402,0.044315992292870865,0.040462427745664775
36,0.11560693641618502,0.08092485549132955,0.011560693641618491,0.040462427745664664,0.050096339113680055
37,0.10597302504816952,0.06936416184971095,0.013487475915221592,0.05973025048169556,0.05780346820809257
38,0.09441233140655114,0.07514450867052025,0.009633911368015391,0.038535645472061675,0.055876685934489356
39,0.11368015414258192,0.07514450867052025,0.003853564547206201,0.046242774566473965,0.036608863198458574
40,0.08863198458574173,0.07321772639691704,0.0019267822736031004,0.040462427745664775,0.038535645472061564
41,0.09633911368015413,0.06936416184971106,0.015414258188824692,0.052023121387283155,0.030828516377649384
42,0.11175337186897882,0.07514450867052025,0.009633911368015391,0.046242774566473965,0.042389210019267765
43,0.10211946050096343,0.06743737957610796,0.003853564547206201,0.050096339113680166,0.050096339113680166
44,0.10982658959537572,0.08285163776493254,0.009633911368015391,0.042389210019267876,0.048169556840077066
45,0.11175337186897882,0.06743737957610785,0.0077071290944122905,0.048169556840077066,0.032755298651252374
46,0.09441233140655103,0.06358381502890176,0.009633911368015391,0.06165703275529866,0.05973025048169556
47,0.11946050096339123,0.06358381502890176,0.009633911368015391,0.05780346820809257,0.042389210019267876
48,0.10982658959537572,0.08285163776493254,0.0077071290944122905,0.042389210019267765,0.044315992292870865
49,0.12524084778420042,0.08670520231213863,0.0077071290944122905,0.06936416184971095,0.052023121387283155
50,0.12138728323699421,0.08670520231213874,0.00578034682080919,0.046242774566473965,0.046242774566473965
51,0.11368015414258192,0.07707129094412335,0.009633911368015391,0.050096339113680166,0.025048169556840083
52,0.11560693641618491,0.06743737957610785,0.009633911368015391,0.05587668593448947,0.038535645472061675
53,0.08863198458574184,0.06358381502890176,0.009633911368015391,0.040462427745664664,0.042389210019267765
54,0.08863198458574184,0.06743737957610796,0.007707129094412402,0.052023121387283267,0.05780346820809257
55,0.09248554913294793,0.06551059730250486,0.013487475915221592,0.032755298651252374,0.052023121387283155
56,0.10597302504816963,0.06165703275529866,0.009633911368015502,0.05973025048169556,0.052023121387283267
57,0.10404624277456642,0.07514450867052025,0.011560693641618491,0.052023121387283267,0.046242774566473965
58,0.10982658959537572,0.06936416184971095,0.0077071290944122905,0.05973025048169567,0.046242774566473965
59,0.10404624277456642,0.07707129094412335,0.005780346820809301,0.034682080924855474,0.030828516377649384
60,0.09055876685934494,0.06165703275529866,0.009633911368015391,0.044315992292870976,0.042389210019267765
61,0.12138728323699421,0.08670520231213874,0.0038535645472060898,0.034682080924855585,0.036608863198458574
62,0.11753371868978801,0.09633911368015413,0.009633911368015391,0.034682080924855585,0.038535645472061564
63,0.11368015414258192,0.08092485549132944,0.0077071290944122905,0.040462427745664664,0.044315992292870865
64,0.11946050096339123,0.09248554913294793,0.00578034682080919,0.05587668593448947,0.050096339113680055
65,0.11368015414258192,0.07514450867052025,0.021194605009633882,0.04816955684007718,0.05973025048169556
66,0.08670520231213874,0.050096339113680055,0.011560693641618491,0.050096339113680166,0.040462427745664664
67,0.10597302504816952,0.08863198458574184,0.009633911368015502,0.030828516377649273,0.042389210019267876
68,0.09055876685934494,0.06551059730250486,0.005780346820809301,0.048169556840077066,0.048169556840077066
69,0.11560693641618491,0.08863198458574184,0.015414258188824692,0.050096339113680166,0.048169556840077066
70,0.10404624277456653,0.08092485549132944,0.007707129094412402,0.046242774566474076,0.036608863198458574
