,CD14 Mono,CD16 Mono,cDC2,pDC
0,0.9716312056737588,0.8735632183908046,0.9019607843137255,1.0
1,0.9773913043478261,0.8837209302325582,0.9090909090909091,1.0
2,0.9757785467128027,0.8941176470588236,0.8571428571428572,1.0
3,0.9737302977232926,0.888888888888889,0.878048780487805,1.0
4,0.9806678383128296,0.8974358974358975,0.9189189189189189,1.0
5,0.9765765765765766,0.8867924528301887,0.9600000000000001,1.0
6,0.9777015437392796,0.8641975308641975,0.9411764705882353,1.0
7,0.9796610169491525,0.9315068493150684,0.7586206896551725,1.0
8,0.9841827768014059,0.9176470588235294,0.9583333333333334,1.0
9,0.9729729729729729,0.8648648648648648,0.7857142857142856,1.0
10,0.9695885509838997,0.9111111111111112,0.7567567567567568,1.0
11,0.9776247848537004,0.9069767441860465,0.8148148148148148,1.0
12,0.9808695652173912,0.9333333333333332,0.8571428571428572,1.0
13,0.9800362976406534,0.9382716049382716,0.8846153846153846,1.0
14,0.967741935483871,0.8571428571428571,0.7894736842105263,1.0
15,0.979890310786106,0.9302325581395349,0.9090909090909091,1.0
16,0.9695885509838998,0.9411764705882352,0.7142857142857143,1.0
17,0.9793103448275863,0.935064935064935,0.8108108108108109,1.0
18,0.9740932642487047,0.8648648648648649,0.8780487804878048,1.0
19,0.97632058287796,0.9504950495049506,0.8181818181818181,1.0
20,0.9655172413793104,0.9032258064516129,0.6206896551724139,1.0
21,0.9680851063829786,0.9052631578947369,0.7804878048780487,1.0
22,0.9652777777777778,0.8461538461538461,0.8181818181818181,1.0
23,0.9726775956284154,0.9056603773584905,0.8571428571428571,1.0
24,0.9831081081081081,0.9411764705882353,0.85,1.0
25,0.9772329246935202,0.8674698795180723,0.9545454545454545,1.0
26,0.9786476868327401,0.9400000000000001,0.7857142857142857,1.0
27,0.9737302977232926,0.9375,0.7179487179487181,1.0
28,0.9681978798586571,0.8536585365853658,0.8333333333333333,1.0
29,0.9813874788494078,0.9014084507042254,0.8823529411764706,1.0
30,0.9736379613356767,0.9195402298850575,0.7647058823529412,1.0
31,0.9811965811965812,0.9069767441860465,0.8695652173913043,1.0
32,0.972875226039783,0.9090909090909091,0.761904761904762,1.0
33,0.9811320754716981,0.9135802469135803,0.8823529411764706,1.0
34,0.9699115044247787,0.9047619047619048,0.8163265306122449,1.0
35,0.9789473684210526,0.9113924050632911,0.8717948717948718,1.0
36,0.9864406779661017,0.935064935064935,0.8695652173913043,1.0
37,0.975177304964539,0.9333333333333333,0.8095238095238095,1.0
38,0.9678571428571429,0.8723404255319149,0.8695652173913043,1.0
39,0.9813242784380306,0.8857142857142858,0.9142857142857143,1.0
40,0.97632058287796,0.8666666666666667,0.9743589743589743,1.0
41,0.9621621621621621,0.8541666666666667,0.8444444444444444,1.0
42,0.9694793536804309,0.8913043478260869,0.8205128205128205,1.0
43,0.9761092150170648,0.8536585365853658,0.9333333333333333,1.0
44,0.9751773049645389,0.891304347826087,0.8823529411764706,1.0
45,0.9618874773139746,0.875,0.8,1.0
46,0.974271012006861,0.9014084507042254,0.8181818181818181,1.0
47,0.9761904761904763,0.8421052631578947,0.923076923076923,1.0
48,0.9811320754716981,0.9142857142857143,0.888888888888889,1.0
49,0.976271186440678,0.9014084507042254,0.8205128205128205,1.0
50,0.9831081081081081,0.9253731343283582,0.8648648648648648,1.0
51,0.9713261648745519,0.8860759493670887,0.8627450980392156,1.0
52,0.984771573604061,0.9310344827586207,0.8571428571428572,1.0
53,0.9737302977232926,0.9090909090909091,0.8205128205128205,1.0
54,0.9762711864406779,0.8823529411764706,0.8571428571428571,1.0
55,0.9751773049645389,0.9069767441860465,0.8695652173913043,1.0
56,0.9754385964912281,0.9272727272727272,0.7272727272727272,1.0
57,0.9865319865319866,0.9841269841269841,0.8,1.0
58,0.9628318584070795,0.8735632183908046,0.7727272727272727,1.0
59,0.9786476868327402,0.9306930693069307,0.8275862068965518,1.0
60,0.9708029197080293,0.9345794392523364,0.7906976744186047,1.0
61,0.9723756906077348,0.9069767441860465,0.888888888888889,1.0
62,0.9661319073083778,0.8493150684931507,0.8571428571428571,1.0
63,0.988034188034188,0.9610389610389611,0.8666666666666667,1.0
64,0.9625468164794009,0.9312977099236641,0.6857142857142856,1.0
65,0.9716312056737588,0.8723404255319149,0.9,1.0
66,0.9779286926994906,0.8888888888888888,0.8333333333333333,1.0
67,0.9773913043478261,0.9285714285714286,0.7586206896551724,1.0
68,0.9709090909090909,0.8764044943820225,0.888888888888889,1.0
69,0.984182776801406,0.9285714285714285,0.9142857142857143,1.0
70,0.9725085910652922,0.8533333333333333,0.8717948717948718,1.0
71,0.9814502529510961,0.9374999999999999,0.7878787878787877,1.0
72,0.9721254355400697,0.891566265060241,0.7878787878787877,1.0
73,0.9708404802744425,0.8705882352941177,0.8333333333333334,1.0
74,0.9769094138543518,0.9213483146067416,0.8571428571428571,1.0
75,0.9811320754716981,0.8860759493670887,0.9411764705882353,1.0
76,0.9701492537313432,0.9421487603305784,0.7692307692307692,1.0
77,0.9756944444444444,0.904109589041096,0.8108108108108109,1.0
78,0.9822064056939502,0.94,0.8749999999999999,1.0
79,0.9825783972125435,0.9438202247191012,0.8717948717948718,1.0
80,0.9663716814159292,0.8541666666666666,0.8648648648648649,1.0
81,0.984822934232715,0.9268292682926831,0.8421052631578948,1.0
82,0.9761904761904763,0.8799999999999999,0.888888888888889,1.0
83,0.9750415973377704,0.8571428571428572,0.8484848484848484,1.0
84,0.974910394265233,0.9158878504672898,0.8717948717948718,1.0
85,0.9600000000000001,0.7931034482758621,0.8253968253968254,1.0
86,0.975609756097561,0.8979591836734694,0.8666666666666666,1.0
