,B intermediate,B naive,CD14 Mono,CD16 Mono,CD4 Naive,CD4 TCM,CD4 TEM,CD8 Naive,CD8 TEM,NK,cDC2,pDC
0,0.006787944610372021,0.010317675807765436,0.0374694542492533,0.01276133586749928,0.06896551724137923,0.05077382568558242,0.005430355688297528,0.027151778441487973,0.016291067064892695,0.005701873472712449,0.027966331794732513,0.0005430355688297306
1,0.007500669702651952,0.009375837128315023,0.03160996517546211,0.014197696222877032,0.049290115188856176,0.04339673185105808,0.005893383337797986,0.021698365925528984,0.018751674256630047,0.005089740155371003,0.020894722743102112,0.000803643182426983
2,0.007431874483897594,0.011285439031103683,0.04183870079823837,0.011835948252133188,0.06138177814478396,0.046242774566473965,0.003578309936691393,0.02532342416735478,0.02064409578860449,0.007431874483897594,0.027525461051472577,0.0008257638315440907
3,0.006555585905490324,0.010925976509150503,0.04315760721114448,0.015569516525539506,0.05845397432395527,0.043703906036602014,0.006555585905490324,0.022398251843758543,0.016115815350997043,0.006009287080032788,0.028953837749248867,0.00027314941272882365
4,0.006679134384183771,0.00935078813785728,0.04434945231098053,0.013892599519102378,0.06919583222014436,0.05183008282126644,0.003473149879775539,0.02885386053967398,0.021640395404755597,0.005343307507347017,0.03179267966871491,0.0
5,0.007332971211298167,0.00869092884302003,0.04535578489951109,0.01086366105377512,0.06789788158609456,0.053231939163498,0.0051602390005431875,0.0282455187398154,0.01955458989679515,0.005703422053231932,0.03883758826724604,0.0008147745790332284
6,0.008344549125168244,0.012651413189771143,0.051951547779273244,0.011574697173620474,0.06029609690444149,0.04333781965006722,0.004845222072678346,0.03041722745625841,0.023149394347240948,0.007806191117092798,0.040915208613728105,0.0
7,0.0074114740598407725,0.012077957727147925,0.034586878945923605,0.011803458687894564,0.06203678287126002,0.046939335712325,0.004940982706560515,0.024979412572056048,0.018116936590722,0.005764479824320712,0.021685424101015705,0.00027449903925336194
8,0.004074979625101949,0.00896495517522422,0.035316490084216334,0.011681608258625298,0.05786471067644661,0.040478130942678714,0.0032599837000815146,0.02798152675903287,0.01657158380874757,0.004074979625101838,0.023906547133931033,0.0002716653083401077
9,0.006388888888888888,0.009444444444444478,0.04861111111111116,0.014722222222222192,0.060833333333333295,0.04499999999999993,0.004444444444444473,0.02722222222222226,0.021666666666666612,0.008333333333333415,0.03361111111111115,0.0
