,CD14+ Monocytes,CD4+ Central Memory T,CD4+ Naive T,CD8+ Effector Memory T,CD8+ Naive T,Dendritic Cells,NK cell,pDC
0,0.9354361754558896,0.6122047244094487,0.5076335877862597,0.8178913738019169,0.7075163398692811,0.9060150375939849,0.9040247678018577,0.9500000000000001
1,0.9521575984990619,0.6418056918547596,0.4958333333333334,0.8204379562043795,0.8118971061093246,0.9362992922143579,0.8704663212435233,0.9662921348314606
2,0.9205503772747449,0.702325581395349,0.562560620756547,0.8779840848806366,0.8058103975535168,0.8194444444444444,0.9501466275659823,0.9876543209876543
3,0.9252988047808764,0.5836501901140684,0.7417218543046357,0.8680851063829788,0.8107036669970269,0.8758169934640523,0.9481481481481482,0.988235294117647
4,0.90282131661442,0.5212669683257918,0.7159863945578232,0.8051948051948052,0.7398119122257052,0.8593481989708406,0.9240924092409241,0.975609756097561
5,0.1295097132284921,0.0215633423180593,0.19471153846153846,0.04687499999999999,0.07076350093109869,0.25325325325325326,0.09944751381215469,0.0
6,0.9615206305053313,0.566003616636528,0.5544933078393881,0.7590987868284228,0.6564885496183206,0.9434324065196548,0.8222222222222222,0.989247311827957
7,0.9260628465804067,0.5581749049429658,0.5146316851664985,0.7987711213517665,0.7435897435897436,0.8589743589743589,0.9264705882352942,0.9894736842105264
8,0.8173277661795407,0.6907449209932279,0.8233555062823356,0.8555078683834049,0.8983364140480592,0.7261698440207971,0.9220338983050848,0.9894736842105264
9,0.9213691026827012,0.6644880174291938,0.5133079847908745,0.8477237048665619,0.7865003668378577,0.8320855614973263,0.8909657320872275,1.0
