,B intermediate,B naive,CD14 Mono,CD16 Mono,CD4 Naive,CD4 TCM,CD4 TEM,CD8 Naive,CD8 TEM,NK,cDC2,pDC
0,0.930635838150289,0.905511811023622,0.9572243346007605,0.9483870967741935,0.8487874465049928,0.8813559322033898,0.8372093023255814,0.9319066147859922,0.9164086687306502,0.9324324324324325,0.967741935483871,0.967741935483871
1,0.9345238095238095,0.8608695652173913,0.9590243902439024,0.9503105590062112,0.8717948717948718,0.8806366047745358,0.918918918918919,0.9534450651769087,0.8856304985337243,0.9523809523809523,0.9074074074074074,1.0
2,0.9470198675496688,0.923728813559322,0.9566055930568949,0.9375,0.8577586206896551,0.8417910447761194,0.8709677419354839,0.9444444444444444,0.8909090909090909,0.9517241379310345,0.9827586206896551,0.9375
3,0.89171974522293,0.923728813559322,0.9547641963426372,0.9562841530054644,0.8525073746312685,0.8994252873563219,0.8809523809523809,0.9411764705882353,0.8859649122807017,0.9571428571428572,0.9452054794520548,1.0
4,0.8980891719745223,0.9230769230769231,0.9694947569113441,0.9693251533742331,0.8393094289508632,0.8674351585014409,0.7222222222222222,0.9224652087475149,0.898876404494382,0.9612903225806452,0.9393939393939394,0.9285714285714286
5,0.87248322147651,0.8775510204081632,0.9552380952380952,0.9252873563218391,0.8527777777777777,0.8607954545454546,0.8571428571428571,0.963531669865643,0.8792569659442725,0.9044585987261147,0.9538461538461539,1.0
6,0.9411764705882353,0.864406779661017,0.9677113010446344,0.9455782312925171,0.8638814016172507,0.8866279069767442,0.8666666666666667,0.9329388560157791,0.8861788617886179,0.9060402684563759,0.90625,1.0
7,0.925,0.9338842975206612,0.9744094488188977,0.9607843137254902,0.8667582417582418,0.8810198300283286,0.8260869565217391,0.9564315352697096,0.8967551622418879,0.9305555555555556,0.9473684210526315,0.9772727272727273
8,0.9580838323353293,0.9428571428571428,0.958930276981853,0.9573170731707317,0.8690140845070422,0.8944444444444445,0.8648648648648649,0.9375,0.9115853658536586,0.9387755102040817,0.9636363636363636,1.0
9,0.868421052631579,0.9423076923076923,0.9523364485981308,0.9627329192546584,0.8725637181409296,0.8647887323943662,0.7906976744186046,0.936734693877551,0.8871473354231975,0.9139072847682119,0.9444444444444444,0.9705882352941176
