,B intermediate,B naive,CD14 Mono,CD16 Mono,CD4 Naive,CD4 TCM,CD4 TEM,CD8 Naive,CD8 TEM,NK,cDC2,pDC
0,0.9558011049723757,0.9421487603305785,0.9398462234283129,0.49514563106796117,0.9054652880354506,0.847631241997439,0.9052631578947368,0.9715407262021589,0.9150326797385621,0.9641693811074918,0.8648648648648648,0.9393939393939393
1,0.9600000000000001,0.9400921658986175,0.9707317073170731,0.9073482428115016,0.851145038167939,0.8682559598494354,0.9210526315789475,0.8733264675592174,0.8875000000000001,0.9605263157894738,0.8928571428571429,0.9375
2,0.8603988603988605,0.7835051546391751,0.9722357525572334,0.9490445859872613,0.8544600938967135,0.860832137733142,0.8656716417910448,0.8704663212435234,0.8878787878787879,0.9432624113475178,0.8852459016393444,0.9142857142857143
3,0.8959537572254336,0.8200000000000001,0.9575361642557163,0.9127906976744187,0.87508440243079,0.8545727136431783,0.8913043478260869,0.8917470525187566,0.928462709284627,0.9556313993174061,0.5544554455445544,0.9538461538461539
4,0.9745222929936306,0.9655172413793103,0.9746046957355056,0.9433962264150944,0.8866425992779784,0.8039950062421972,0.8125000000000001,0.9600778967867575,0.8810198300283286,0.9535603715170278,0.9154929577464789,0.9655172413793104
5,0.9664429530201343,0.9740932642487047,0.972693032015066,0.9300911854103344,0.9316420014094433,0.8575233022636485,0.8842105263157896,0.9674329501915709,0.892156862745098,0.9685534591194969,0.8347826086956522,0.9393939393939393
6,0.9269841269841269,0.918918918918919,0.9734597156398104,0.9295774647887325,0.9403973509933775,0.8571428571428571,0.870967741935484,0.9708737864077669,0.8943089430894309,0.9662162162162162,0.9253731343283582,1.0
7,0.9580838323353293,0.9432314410480349,0.9658246656760773,0.9090909090909091,0.9365517241379311,0.8551532033426184,0.9361702127659574,0.964824120603015,0.8992248062015503,0.9793103448275863,0.765625,0.8979591836734693
8,0.9734513274336284,0.955223880597015,0.9746774964166269,0.9260450160771704,0.9301694915254238,0.8672566371681416,0.9024390243902439,0.9704480457578646,0.9275808936825887,0.9765886287625417,0.8888888888888888,0.9565217391304348
9,0.9741935483870968,0.966183574879227,0.969187675070028,0.8976897689768977,0.9044222539229673,0.8558823529411763,0.9032258064516129,0.9516806722689076,0.9076433121019108,0.948051948051948,0.8867924528301887,0.9855072463768115
