,CD14+ Monocytes,CD4+ Central Memory T,CD4+ Naive T,CD8+ Effector Memory T,CD8+ Naive T,Dendritic Cells,NK cell,pDC
0,0.9709938183547314,0.8584202682563339,0.922875816993464,0.9186875891583453,0.9555774925962488,0.9417670682730924,0.9733333333333334,0.7916666666666666
1,0.9490538573508006,0.8783382789317508,0.93840830449827,0.8940852819807429,0.9643527204502814,0.9136490250696379,0.9453551912568305,0.9772727272727273
2,0.9693779904306219,0.8499298737727911,0.921015514809591,0.9181208053691275,0.9637209302325581,0.949317738791423,0.973293768545994,0.9090909090909091
3,0.9594924353343094,0.7095959595959597,0.8109375,0.8897243107769425,0.941923774954628,0.928092042186002,0.9575289575289576,0.9647058823529412
4,0.972181551976574,0.8153846153846153,0.9006711409395973,0.8796680497925311,0.9673704414587332,0.9494756911344137,0.9329073482428115,0.975
5,0.9704684317718942,0.8926553672316384,0.9365284974093265,0.9038461538461537,0.9693372898120672,0.9410646387832701,0.9483282674772037,0.9777777777777777
6,0.9590973201692524,0.7773677736777368,0.8569332355099046,0.895741556534508,0.9508881922675027,0.9333333333333333,0.952076677316294,0.9583333333333334
7,0.9709193245778611,0.8054711246200608,0.9203655352480418,0.9020618556701031,0.9724208375893769,0.9393034825870645,0.9770992366412213,1.0
8,0.9623552123552123,0.8691983122362869,0.9037130270610446,0.9088397790055249,0.9386934673366835,0.9118236472945892,0.9645390070921985,0.8623853211009175
9,0.9632850241545893,0.8241335044929395,0.8215962441314555,0.9065934065934065,0.8985024958402662,0.9361702127659575,0.9627118644067797,0.9534883720930233
