,CD14+ Monocytes,CD4+ Central Memory T,CD4+ Naive T,CD8+ Effector Memory T,CD8+ Naive T,Dendritic Cells,NK cell,pDC
0,0.38218623481781366,0.2593792172739542,0.43724696356275305,0.24048582995951417,0.2920377867746289,0.3298245614035087,0.07152496626180838,0.2998650472334683
1,0.3811300639658848,0.28198294243070354,0.4259061833688699,0.2619936034115139,0.27425373134328357,0.36673773987206815,0.07915778251599148,0.12473347547974412
2,0.4207154297917779,0.2602776294714362,0.4231179925253603,0.3374265883609182,0.20341697810998405,0.3171382808328884,0.05979711692471967,0.15643352909770414
3,0.4516738660907128,0.3099352051835853,0.421976241900648,0.26430885529157666,0.2834773218142549,0.39119870410367175,0.05696544276457882,0.17089632829373647
4,0.379394267171444,0.2568956192536507,0.45321795565170353,0.19037317468902104,0.2990805840995132,0.3647917793401838,0.07571660356949705,0.07977285018929148
5,0.3934823592782116,0.3525451117694587,0.45623485052518176,0.29814166442230006,0.30325882036089413,0.27875033665499593,0.06275249124697002,0.10772959870724486
6,0.4438761776581426,0.38331090174966354,0.4196500672947511,0.2939434724091522,0.25248990578734853,0.3321668909825034,0.0662180349932705,0.12893674293405122
7,0.39338531863404147,0.3355740790535089,0.4554987899973111,0.2301694003764453,0.26136058080129065,0.3409518687819306,0.06641570314600698,0.1236891637536971
8,0.529144385026738,0.2585561497326203,0.439572192513369,0.201336898395722,0.2775401069518717,0.32352941176470595,0.06069518716577538,0.22860962566844922
9,0.34314775160599575,0.33832976445396146,0.42746252676659535,0.45717344753747324,0.3190578158458244,0.29871520342612423,0.05968950749464663,0.18281584582441124
