,B intermediate,B naive,CD14 Mono,CD16 Mono,CD4 Naive,CD4 TCM,CD4 TEM,CD8 Naive,CD8 TEM,NK,cDC2,pDC
0,0.010046158023350515,0.008688569101276133,0.033939723051859993,0.010317675807765436,0.060276948140103204,0.048601683410263274,0.0065164268259571,0.027966331794732624,0.03285365191420042,0.004887320119467797,0.006787944610372021,0.0019006244909042236
1,0.01473345834449502,0.01232252879721396,0.03589606214840613,0.010447361371551,0.061344762925261254,0.04714706670238422,0.004821859094562009,0.024645057594428033,0.030806321993035013,0.009107956067506029,0.0045539780337530145,0.001607286364853966
2,0.011835948252133188,0.009083402146985997,0.04183870079823837,0.012936966694192198,0.060005505092210254,0.04596751995595927,0.007982383704927098,0.030002752546105182,0.036608863198458574,0.007982383704926987,0.008257638315441795,0.003578309936691393
3,0.013111171810980649,0.009287080032777895,0.04616225075116098,0.012838022398251936,0.07074569789674956,0.05490303195848134,0.007375034143676573,0.027861240098333795,0.03441682600382412,0.006828735318219148,0.007648183556405397,0.003004643540016394
4,0.014694095645204408,0.011755276516163482,0.03740315255142934,0.009617953513224697,0.06999732834624639,0.04862409831685821,0.004541811381244987,0.02484637990916383,0.03740315255142934,0.009083622762489973,0.007480630510285802,0.0026716537536735085
5,0.01195002715915261,0.008962520369364402,0.027702335687126545,0.008419337316675768,0.07007061379684953,0.050516023900054385,0.005703422053231932,0.026615969581749055,0.03802281368821292,0.009505703422053258,0.0051602390005430765,0.0013579576317218622
6,0.010497981157469694,0.009421265141319024,0.03822341857335132,0.011843876177658141,0.06648721399730828,0.05033647375504702,0.005114401076716013,0.034185733512785976,0.039838492597577324,0.009959623149394359,0.005921938088829126,0.004037685060565344
7,0.010979961570134589,0.008783969256107582,0.0354103760636838,0.011528959648641313,0.06642876749931381,0.046939335712325,0.006313477902827325,0.02552841065056277,0.02827340104309639,0.00411748558880054,0.003842986549547067,0.004666483667307153
8,0.01032328171692476,0.008149959250203787,0.037761477859277415,0.010866612333604975,0.06166802499320834,0.044009779951100225,0.0043466449334419455,0.02933985330073352,0.032599837000815035,0.004618310241782053,0.007878293941863568,0.0024449877750611915
9,0.009722222222222188,0.008333333333333304,0.03861111111111115,0.01055555555555554,0.06527777777777777,0.04805555555555563,0.005277777777777826,0.023055555555555607,0.03083333333333338,0.00666666666666671,0.008888888888888835,0.0019444444444444153
