,B intermediate,B naive,CD14 Mono,CD16 Mono,CD4 Naive,CD4 TCM,CD4 TEM,CD8 Naive,CD8 TEM,NK,cDC2,pDC
0,0.9360465116279071,0.9236947791164659,0.9673390970220942,0.9333333333333332,0.8854166666666667,0.8275862068965517,0.8275862068965518,0.9364613880742914,0.8929110105580694,0.9550173010380624,0.7792207792207793,0.967741935483871
1,0.9262536873156342,0.8839285714285715,0.9684729064039408,0.9080118694362017,0.898470097357441,0.8491048593350383,0.860759493670886,0.9463955637707949,0.8895434462444771,0.955631399317406,0.8099173553719008,0.967741935483871
2,0.9438943894389439,0.9276595744680851,0.9668615984405459,0.9146341463414636,0.8824833702882484,0.817391304347826,0.8059701492537312,0.9392265193370165,0.8895612708018154,0.9387755102040818,0.8444444444444446,0.967741935483871
3,0.9180327868852459,0.9083333333333333,0.9668615984405458,0.9138381201044387,0.883116883116883,0.8493894165535956,0.8705882352941177,0.9347614410905549,0.8991097922848664,0.9273356401384083,0.8679245283018868,1.0
4,0.9185667752442996,0.9090909090909091,0.9741379310344827,0.9266862170087976,0.8681318681318682,0.8113207547169812,0.8125000000000001,0.9206349206349206,0.898876404494382,0.9551282051282051,0.8985507246376813,0.962962962962963
5,0.896551724137931,0.8686868686868686,0.9644230769230768,0.8870523415977962,0.8872832369942195,0.8278688524590164,0.8571428571428571,0.9365671641791045,0.8765432098765432,0.9250814332247558,0.8671328671328672,0.9841269841269841
6,0.9260450160771704,0.8908296943231442,0.9718645684310921,0.9055374592833877,0.8946266573621773,0.8310626702997277,0.7761194029850748,0.9357072205736895,0.8849797023004059,0.9215017064846417,0.8854961832061069,1.0
7,0.9337539432176656,0.9338842975206612,0.9777777777777779,0.9245283018867925,0.8995010691375623,0.8394062078272605,0.8172043010752688,0.9456410256410257,0.890190336749634,0.943661971830986,0.9152542372881356,0.9885057471264368
8,0.9580838323353293,0.951923076923077,0.9723970944309926,0.9181286549707602,0.8896899783705841,0.855245683930943,0.8533333333333334,0.938388625592417,0.9006024096385542,0.9616724738675958,0.8412698412698413,1.0
9,0.9198606271777003,0.9074074074074073,0.9677113010446344,0.9090909090909091,0.8791540785498488,0.8434065934065933,0.7906976744186046,0.9405737704918031,0.8788819875776397,0.92,0.816,0.9850746268656716
